M7	M8	M9	M10	M1	M11	M2	M12	M3	M4	M5	M6	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
17084000	8106000	9989300	15381000	17842000	9848700	14249000	11778000	16996000	19285000	12726000	19162000	61	61	61	57.9	57.9	57.9	131.83	0	323.31	331	P37889;P37889-2	P37889;P37889-2	Fibulin-2	Fbln2	1196
27647	16375	16501	21884	15811	17415	23649	17818	16312	13732	15409	12246	4	4	4	4.9	4.9	4.9	102.29	0	83.047	1	P37913	P37913	DNA ligase 1	Lig1	1197
265180	180090	263560	210230	241910	206680	319210	303360	270940	270310	289350	289340	6	6	6	20.9	20.9	20.9	34.238	0	11.208	8	P38060;Q8JZS7	P38060	Hydroxymethylglutaryl-CoA lyase, mitochondrial	Hmgcl	1198
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	7.6	7.6	7.6	57.223	0	14.185	0	P38532;P38532-2	P38532;P38532-2	Heat shock factor protein 1	Hsf1	1199
39206	52618	57998	37308	33654	36089	79880	61351	72449	38119	73324	84346	2	2	2	8.8	8.8	8.8	43.136	0	23.762	3	P38585	P38585	Tubulin--tyrosine ligase	Ttl	1200
9477400	7864900	9364800	7658000	9605500	8132000	14984000	11132000	13672000	10235000	14617000	15867000	39	39	39	57.9	57.9	57.9	73.46	0	323.31	101	P38647	P38647	Stress-70 protein, mitochondrial	Hspa9	1201
1202100	402180	1481600	956730	1050500	535500	806250	1831100	1542500	1235200	748240	1906600	27	18	1	32.6	24	1.4	97.802	0	162.91	20	P39053;P39053-4;P39053-5;P39053-3	P39053;P39053-4;P39053-5;P39053-3	Dynamin-1	Dnm1	1202
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27	1	1	33.8	2.4	2.4	97.283	0.0018377	2.6194	0	P39053-6	P39053-6	Dynamin-1	Dnm1	1203
2244300	1860100	2464400	1873200	2059000	1916700	2942600	2870800	3277700	2329100	2905400	3827400	32	32	17	38.2	38.2	25.2	98.144	0	226.01	50	P39054;P39054-2	P39054;P39054-2	Dynamin-2	Dnm2	1204
404950	264490	388680	322140	330830	275250	407040	497010	461700	342850	413420	545110	10	10	10	18.1	18.1	18.1	72.871	0	32.845	14	P39098;P39098-2	P39098;P39098-2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	Man1a2	1205
8033.60009765625	5912.39990234375	9181.2001953125	9640.400390625	9106.900390625	8660.599609375	7405.7998046875	7249	9795.5	8659.400390625	7263.89990234375	7050.10009765625	4	4	4	9.2	9.2	9.2	56.026	0	10.515	4	P39429;P39429-2	P39429;P39429-2	TNF receptor-associated factor 2	Traf2	1206
513160	392810	462530	425040	480470	430080	537560	476850	456660	539160	487650	583230	33	33	33	20.4	20.4	20.4	194.74	0	323.31	44	P39447	P39447	Tight junction protein ZO-1	Tjp1	1207
3897.39990234375	2289.5	3963.69995117188	2135.80004882813	3217.19995117188	2961.30004882813	4497.5	5118.39990234375	6092.2001953125	3243.30004882813	NaN	5128.5	4	2	2	7.3	4.7	4.7	60.674	0	323.31	1	P39688;P39688-2	P39688;P39688-2	Tyrosine-protein kinase Fyn	Fyn	1208
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	12.6	12.6	12.6	17.785	0	13.547	0	P39689	P39689	Cyclin-dependent kinase inhibitor 1	Cdkn1a	1209
1479.90002441406	1715	1681.80004882813	1137.40002441406	1508.30004882813	1479.40002441406	2470.39990234375	1416.90002441406	2102.69995117188	2191.80004882813	1146.19995117188	635.179992675781	2	2	2	4.2	4.2	4.2	42.314	0.0010841	2.8513	3	P39749	P39749	Flap endonuclease 1	Fen1	1210
322100	314890	236130	286290	341060	389740	579660	298260	532150	388470	605050	525310	4	4	4	22.3	22.3	22.3	24.182	0	19.034	6	P39876	P39876	Metalloproteinase inhibitor 3	Timp3	1211
3766300	3596500	3700800	3089400	3463300	3879800	5336300	4576500	5184600	3822300	5331500	5197100	25	25	24	54.9	54.9	54.9	51.564	0	323.31	78	P40124	P40124	Adenylyl cyclase-associated protein 1	Cap1	1212
8198800	5653400	6735200	7162500	8329400	6373000	7948900	7154500	7829300	9491400	6696200	8028300	33	33	33	59.4	59.4	59.4	67.63	0	323.31	119	P40142	P40142	Transketolase	Tkt	1213
139820	141340	128380	118480	144280	128190	157140	175550	176190	165570	145670	188390	8	8	7	5.5	5.5	4.9	196.38	0	39.575	6	P40201	P40201	Chromodomain-helicase-DNA-binding protein 1	Chd1	1214
660660	348550	253870	555610	394940	357760	398920	233840	203770	434680	433970	187790	3	3	3	31.2	31.2	31.2	10.561	0	119.27	12	P40224;P40224-1	P40224;P40224-1	Stromal cell-derived factor 1	Cxcl12	1215
509590	517580	287730	286800	454430	515250	925490	477930	363900	471400	903000	433640	1	1	1	11.1	11.1	11.1	25.258	0	11.164	2	P40240	P40240	CD9 antigen	Cd9	1216
621910	639510	714220	426830	545960	660850	848390	846350	828850	603300	908840	981860	9	9	9	35.5	35.5	35.5	38.113	0	323.31	13	P40336;P40336-2	P40336;P40336-2	Vacuolar protein sorting-associated protein 26A	Vps26a	1217
59507	36729	37239	36743	66207	41250	68403	47728	78430	48956	72219	90318	4	4	4	19.9	19.9	19.9	20.769	0	31.833	7	P40338	P40338	Von Hippel-Lindau disease tumor suppressor	Vhl	1218
340520	300260	390490	206980	312230	305160	502830	446140	385830	336510	398570	444300	5	5	5	20.2	20.2	20.2	27.987	0	18.405	11	P40630;P40630-2	P40630;P40630-2	Transcription factor A, mitochondrial	Tfam	1219
12268	8684.7998046875	19031	12644	10244	11909	20669	13283	13482	11841	13122	16081	3	3	3	4.9	4.9	4.9	109.46	0	19.975	2	P40694	P40694	DNA-binding protein SMUBP-2	Ighmbp2	1220
68998	101950	265460	50560	66968	128380	231950	300840	322940	72826	195690	334340	2	2	2	10.6	10.6	10.6	29.459	0	8.3367	4	P40936	P40936	Indolethylamine N-methyltransferase	Inmt	1221
645710	561430	608280	515810	737780	608570	816200	727750	655270	686280	687130	680710	9	9	9	30.7	30.7	30.7	15.733	0	40.579	31	P41105	P41105	60S ribosomal protein L28	Rpl28	1222
96952	87425	94553	76382	96069	98688	144910	119240	135690	87134	129600	169730	7	6	6	12.3	10.7	10.7	77.951	0	55.371	8	P41216	P41216	Long-chain-fatty-acid--CoA ligase 1	Acsl1	1223
48918	35724	38900	32922	35193	35493	51281	48912	47131	39918	46681	52140	5	5	4	5.2	5.2	4.3	175.31	0	147.27	5	P41230;P41230-3;P41230-2;Q62240;Q62240-4;Q62240-2	P41230;P41230-3;P41230-2	Lysine-specific demethylase 5C	Kdm5c	1224
3184	2788.5	5518.7001953125	1924.09997558594	1834.5	2146.89990234375	3711.39990234375	5310.5	2356.89990234375	2601.80004882813	2863.69995117188	3412.60009765625	3	3	3	1.9	1.9	1.9	253.91	0	76.764	2	P41233	P41233	ATP-binding cassette sub-family A member 1	Abca1	1225
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1	270.51	0	29.629	0	P41234	P41234	ATP-binding cassette sub-family A member 2	Abca2	1226
494440	393500	483440	364750	417170	398540	647380	540340	639030	448830	572580	628900	12	12	12	28.9	28.9	28.9	50.716	0	48.754	21	P41241;P41242;P41242-3;P41242-2	P41241	Tyrosine-protein kinase CSK	Csk	1227
4069.60009765625	2179.89990234375	4448.2998046875	2937.80004882813	3109.60009765625	2749.80004882813	5617.39990234375	5054	8085.10009765625	3119.69995117188	4057.30004882813	11223	5	5	5	13.3	13.3	13.3	49.473	0	287.52	1	P41588	P41588	Vasoactive intestinal polypeptide receptor 2	Vipr2	1228
42894	33323	61912	35201	28007	37303	63142	60072	95898	54528	73226	63742	1	1	1	4.2	4.2	4.2	25.766	0.0012291	2.7066	2	P41731	P41731	CD63 antigen	Cd63	1229
4328.10009765625	4259.7001953125	4169.2001953125	3006.30004882813	2256.30004882813	4027.19995117188	4803.2001953125	5585.60009765625	5152.89990234375	3477.5	4263.10009765625	4466.89990234375	1	1	1	8.4	8.4	8.4	38.427	0	90.252	2	P41778-2;P41778	P41778-2;P41778	Pre-B-cell leukemia transcription factor 1	Pbx1	1230
1172500	1062300	1256000	826950	909060	1094400	1664700	1504600	1548900	1025100	1698600	1859800	9	9	9	29.8	29.8	29.8	32.25	0	165.22	26	P42125	P42125	Enoyl-CoA delta isomerase 1, mitochondrial	Eci1	1231
68511	45276	59467	59461	65681	45574	71795	80275	60421	62095	56823	65615	8	8	8	18.9	18.9	18.9	74.919	0	76.018	5	P42128	P42128	Forkhead box protein K1	Foxk1	1232
6675300	5775200	7230800	5289200	5772800	6026700	9600200	8520300	10134000	6373700	8296400	11670000	28	28	28	83.1	83.1	83.1	41.525	0	323.31	73	P42208	P42208	Septin-2	Sept2	1233
860300	584360	1057300	607100	730730	632410	804040	1224600	1009700	706270	809920	1234500	19	19	19	28.3	28.3	28.3	87.196	0	75.985	28	P42225	P42225	Signal transducer and activator of transcription 1	Stat1	1234
2305700	1429700	2103500	1814800	2193000	1636500	2382800	2409200	2693600	2711500	2478500	3238300	31	31	31	47.5	47.5	47.5	88.053	0	323.31	77	P42227;P42227-2;P42227-3	P42227;P42227-2;P42227-3	Signal transducer and activator of transcription 3	Stat3	1235
212530	136000	200740	177020	208860	158280	192830	209000	194660	202840	171730	191310	11	11	6	15.8	15.8	7.9	90.83	0	208.83	16	P42230	P42230	Signal transducer and activator of transcription 5A	Stat5a	1236
30008	23557	28368	16539	22364	20088	29210	33915	29067	18628	26031	38486	8	3	3	13.5	5.6	5.6	90.001	0	32.479	4	P42232	P42232	Signal transducer and activator of transcription 5B	Stat5b	1237
83035	82438	94702	59065	63439	67820	105350	113900	112780	93676	114530	131960	4	4	4	4.7	4.7	4.7	124.41	0	32.501	7	P42337	P42337	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Pik3ca	1238
128470	82424	84154	102220	102300	61128	118860	100940	116620	106770	107140	127570	4	4	4	7.1	7.1	7.1	98.47	0	86.776	6	P42567;P42567-2	P42567;P42567-2	Epidermal growth factor receptor substrate 15	Eps15	1239
1110000	1051900	1103900	914330	971100	1102200	1433700	1464400	1493900	1059500	1405700	1732000	12	11	11	51.4	48.3	48.3	34.883	0	323.31	27	P42669	P42669	Transcriptional activator protein Pur-alpha	Pura	1240
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.1	2.1	2.1	61.108	0.0098508	1.8399	0	P42682;P42682-2	P42682;P42682-2	Tyrosine-protein kinase TXK	Txk	1241
121870	101460	138960	98753	117430	116840	172500	174190	184100	128900	168740	203930	16	16	16	6.4	6.4	6.4	344.69	0	215.71	17	P42859;P42859-2	P42859;P42859-2	Huntingtin	Htt	1242
7429500	5484500	6742000	6262800	7563500	5659600	7947400	7387700	8040100	8138800	7548100	8241200	39	39	39	61.1	61.1	61.1	59.555	0	323.31	108	P42932	P42932	T-complex protein 1 subunit theta	Cct8	1243
419420	407230	559750	468550	387940	510820	544240	602130	577420	420550	570930	696330	3	3	3	42.3	42.3	42.3	12.352	0	291.53	9	P43024	P43024	Cytochrome c oxidase subunit 6A1, mitochondrial	Cox6a1	1244
NaN	1012.5	679.440002441406	NaN	997.049987792969	683.049987792969	1400.40002441406	1331.59997558594	1454.80004882813	NaN	1192.69995117188	1555.5	2	2	2	6.8	6.8	6.8	50.941	0	3.8951	1	P43028	P43028	Growth/differentiation factor 6	Gdf6	1245
1805.19995117188	1861.90002441406	NaN	1720.19995117188	1761.09997558594	1500.19995117188	1585.69995117188	2078.80004882813	2308.80004882813	NaN	2117.30004882813	NaN	4	3	3	16.4	14.1	14.1	41.967	0	14.699	2	P43136	P43136	Nuclear receptor subfamily 2 group F member 6	Nr2f6	1246
187720	163620	158510	153210	165350	179140	196620	193160	202230	180820	196350	225360	7	7	7	11.8	11.8	11.8	104.15	0	20.54	13	P43247	P43247	DNA mismatch repair protein Msh2	Msh2	1247
71076	110360	148140	53501	78176	122990	234070	208110	232400	84759	200090	248010	13	6	6	36.1	16	16	21.977	0	207.86	4	P43274;Q07133	P43274	Histone H1.4	Hist1h1e	1248
3117.69995117188	6595.7001953125	7690.39990234375	2198.89990234375	4140.7001953125	6322.89990234375	11363	7652.60009765625	6825.5	3896.30004882813	9378.2998046875	7843.2001953125	7	5	5	27.2	23	23	21.785	0	88.228	5	P43275	P43275	Histone H1.1	Hist1h1a	1249
263410	593480	698700	216440	444590	604900	1362100	1124000	1360500	433100	1152300	1440400	11	9	9	35	26.5	26.5	22.576	0	168.26	15	P43276	P43276	Histone H1.5	Hist1h1b	1250
140620	222690	425020	132790	231920	337050	708190	552560	601910	208130	484770	464650	13	10	3	35.7	29.4	9.5	22.099	0	242.12	21	P43277	P43277	Histone H1.3	Hist1h1d	1251
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	14.6	14.6	14.6	30.367	0	79.38	0	P43346	P43346	Deoxycytidine kinase	Dck	1252
3307000	2316100	3425600	2436000	2920900	2804200	3868700	4163000	4322900	3090500	3546700	4892800	30	30	30	33.5	33.5	33.5	115.36	0	323.31	43	P43406	P43406	Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain	Itgav	1253
110200	93899	76507	79510	58561	89654	115750	92713	104180	63493	106520	95860	4	4	4	18.8	18.8	18.8	46.646	0	54.045	7	P43883	P43883	Perilipin-2	Plin2	1254
3102600	2982100	2932500	2545800	2659200	3211900	3798900	3565800	3722100	2896500	3528300	4158700	14	14	14	49.4	49.4	49.4	35.732	0	230.6	60	P45376	P45376	Aldose reductase	Akr1b1	1255
831020	797260	943370	722270	847020	978710	1430700	1098300	1301600	890970	1118900	1222000	12	12	9	48.4	48.4	43.4	36.12	0	83.982	31	P45377	P45377	Aldose reductase-related protein 2	Akr1b8	1256
48672	40897	50454	44082	44771	42355	53790	56334	50302	47607	53751	51447	6	6	6	3.9	3.9	3.9	265.49	0	323.31	9	P45481	P45481	CREB-binding protein	Crebbp	1257
942060	1000400	1363000	833340	857870	1395500	1529800	1458400	1416500	956620	1684000	1750600	14	9	9	68.7	54.8	54.8	18.709	0	323.31	16	P45591	P45591	Cofilin-2	Cfl2	1258
58818	41661	38356	80152	80337	36234	45916	32707	40085	59330	40815	30892	2	2	2	5.6	5.6	5.6	73.275	0	4.3621	2	P45700	P45700	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	Man1a1	1259
322180	318210	320090	260000	247270	314080	349110	384060	348030	237700	351940	399540	4	4	4	20	20	20	15.344	0	9.1882	7	P45878	P45878	Peptidyl-prolyl cis-trans isomerase FKBP2	Fkbp2	1260
562570	510120	603140	419390	473270	478920	725260	668890	665680	520160	676910	700900	13	13	13	32.8	32.8	32.8	46.481	0	61.461	25	P45952	P45952	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	Acadm	1261
730560	510720	601110	581860	682080	551520	820230	695200	825300	687850	709490	808440	17	17	15	30.9	30.9	28.5	63.53	0	283.22	21	P46061	P46061	Ran GTPase-activating protein 1	Rangap1	1262
54445	60875	46932	44335	41864	56049	67706	47112	52612	45250	63230	56924	6	6	6	8.9	8.9	8.9	112.06	0	323.31	4	P46062	P46062	Signal-induced proliferation-associated protein 1	Sipa1	1263
170410	139840	153370	145820	158470	139130	178260	204260	165280	161950	168340	180770	8	8	8	37.1	37.1	37.1	22.193	0	323.31	6	P46414	P46414	Cyclin-dependent kinase inhibitor 1B	Cdkn1b	1264
1466600	1310100	1327100	1120200	1366100	1427100	2374300	1666000	1812000	1440800	2243100	2064900	24	24	24	36.3	36.3	36.3	82.613	0	76.377	52	P46460	P46460	Vesicle-fusing ATPase	Nsf	1265
817070	649890	695750	684450	720160	656720	997560	919310	1021200	832670	975750	1204500	13	13	10	34.2	34.2	29.3	49.419	0	323.31	22	P46467;Q8BPY9	P46467	Vacuolar protein sorting-associated protein 4B	Vps4b	1266
2990400	2068400	2580700	2462500	2836800	2313000	3451400	3123900	3483200	2918900	3120000	3623000	21	21	21	55.2	55.2	55.2	48.647	0	114.57	46	P46471	P46471	26S protease regulatory subunit 7	Psmc2	1267
1139200	951090	1282200	872880	1007300	998660	1550400	1388400	1528400	1168800	1686600	1768400	12	12	11	51.4	51.4	45.8	24.393	0	34.282	19	P62492;P46638;Q9WTL2	P62492;P46638	Ras-related protein Rab-11A;Ras-related protein Rab-11B	Rab11a;Rab11b	1268
136880	56733	114110	95550	142690	86281	180100	178710	199720	165580	135700	130070	2	2	2	11.2	11.2	11.2	20.123	0.00062393	3.0071	2	P46656	P46656	Adrenodoxin, mitochondrial	Fdx1	1269
308390	260860	307940	222860	269170	247030	423960	361800	391620	299850	435570	506020	3	3	3	4.9	4.9	4.9	69.775	0	6.3695	2	P46662;P46662-2	P46662;P46662-2	Merlin	Nf2	1270
1611900	1302900	1673600	1335300	1533700	1312700	2130600	2093500	2288600	1754000	2080700	2765400	14	14	14	37.7	37.7	37.7	50.02	0	323.31	26	P46664;P28650;P28650-2	P46664	Adenylosuccinate synthetase isozyme 2	Adss	1271
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	10.5	10.5	10.5	16.875	0	33.507	0	P46694	P46694	Radiation-inducible immediate-early gene IEX-1	Ier3	1272
1209400	1479100	1755100	974140	1480400	1413900	2723100	2119900	2624500	1474300	2657900	2742700	21	21	21	23	23	23	128.56	0	152.91	31	P46735;P46735-2;O88329	P46735;P46735-2	Unconventional myosin-Ib	Myo1b	1273
91039	89731	92462	62770	78913	72779	109400	114790	110670	102140	121480	142920	1	1	1	3.8	3.8	3.8	33.34	0.0019796	2.5421	2	P46737	P46737	Lys-63-specific deubiquitinase BRCC36	Brcc3	1274
3609300	4142200	4426200	2999400	3184600	3932200	5517600	5434700	5052500	3663800	5912800	6098700	29	29	27	34.6	34.6	32.5	102.71	0	323.31	57	P46935	P46935	E3 ubiquitin-protein ligase NEDD4	Nedd4	1275
97847	116310	123620	73313	94402	106900	183490	147820	195590	110170	185920	195190	14	14	13	48.6	48.6	46.9	52.383	0	323.31	11	P46938;P46938-2;Q9WVQ1;Q9WVQ1-4;Q9WVQ1-2	P46938;P46938-2	Transcriptional coactivator YAP1	Yap1	1276
585520	467500	629280	455050	505880	511960	672250	640890	667830	549070	704220	859400	13	13	13	15.6	15.6	15.6	80.597	0	221.47	23	P46978	P46978	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	Stt3a	1277
391750	250720	246690	309500	267880	261960	345840	262790	273740	312980	382250	320790	4	4	4	17.2	17.2	17.2	35.268	0	17.64	5	P47199	P47199	Quinone oxidoreductase	Cryz	1278
1323000	1680100	2035300	1046900	1371800	1944300	2574400	2432400	2351900	1463100	2481900	2494500	19	19	19	37.1	37.1	37.1	47.983	0	228.91	43	P47226;P47226-2	P47226;P47226-2	Testin	Tes	1279
1519700	2249100	1095700	1219300	1479400	2245800	3191200	1302300	1487400	1522500	3212400	1667900	18	18	18	25.9	25.9	25.9	85.221	0	323.31	20	P47713	P47713	Cytosolic phospholipase A2;Phospholipase A2;Lysophospholipase	Pla2g4a	1280
5994500	5985800	7640100	4709800	5247200	6326800	7837200	9102500	7843700	6004000	8313900	10052000	26	26	25	57.6	57.6	56.1	56.537	0	323.31	71	P47738	P47738	Aldehyde dehydrogenase, mitochondrial	Aldh2	1281
1489300	49570	222040	1268200	1999800	107340	184480	159380	127100	2310700	162240	165410	11	11	10	27.4	27.4	25.6	50.48	0	293.93	24	P47739	P47739	Aldehyde dehydrogenase, dimeric NADP-preferring	Aldh3a1	1282
2014800	1541800	2128700	1424200	1437300	1784700	2445500	2598900	2316000	1721300	2593400	2944200	12	12	12	33.1	33.1	33.1	53.97	0	61.913	17	P47740	P47740	Fatty aldehyde dehydrogenase	Aldh3a2	1283
1966000	1531300	1910800	1428600	1543000	1689800	2106400	2220000	2298000	1748600	2247400	2747200	13	12	12	55.9	52.4	52.4	32.939	0	62.324	27	P47753	P47753	F-actin-capping protein subunit alpha-1	Capza1	1285
2501100	2453000	2900800	2309800	2357100	2517900	3779700	3311400	3730100	2529400	3587500	4470800	13	13	12	58.4	58.4	54.9	32.967	0	323.31	27	P47754	P47754	F-actin-capping protein subunit alpha-2	Capza2	1286
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	1	1	70.8	4.7	4.7	31.345	0	8.3622	0	P47757	P47757	F-actin-capping protein subunit beta	Capzb	1287
880720	831580	1023700	769590	794620	943740	1277500	1254400	1392000	892640	1244000	1471500	22	22	4	75.7	75.7	8.5	30.628	0	323.31	59	P47757-2;P47757-4	P47757-2;P47757-4	F-actin-capping protein subunit beta	Capzb	1288
737560	621760	760690	586170	644130	727300	941340	869490	1019000	728580	836360	935340	12	12	12	46.5	46.5	46.5	29.579	0	251.42	21	P47758	P47758	Signal recognition particle receptor subunit beta	Srprb	1289
177340	114780	135610	169570	176190	126260	150350	150360	153600	212250	144740	162310	10	10	10	33.5	33.5	33.5	51.073	0	323.31	16	P47791-2;P47791	P47791-2;P47791	Glutathione reductase, mitochondrial	Gsr	1290
74590	78798	76030	62226	75933	69636	115740	89883	98933	71662	113500	106640	9	9	9	29.7	29.7	29.7	35.623	0	154.98	13	P47802	P47802	Metaxin-1	Mtx1	1291
397070	360850	394470	309450	395820	386130	557570	505260	569560	448040	541410	643940	10	10	10	29.5	29.5	29.5	44.113	0	323.31	11	P47809	P47809	Dual specificity mitogen-activated protein kinase kinase 4	Map2k4	1292
496320	448010	522070	394540	438280	491880	714200	752100	732420	480340	708060	878450	11	11	10	42.5	42.5	41.1	41.287	0	323.31	13	P47811;P47811-3;P47811-2;P47811-4	P47811;P47811-3;P47811-2;P47811-4	Mitogen-activated protein kinase 14	Mapk14	1293
2606900	1723300	2290200	1941300	2265600	2035400	3057000	2684900	3234600	2537700	2842200	3519400	30	30	23	47.5	47.5	34	78.538	0	323.31	52	P47856;P47856-2	P47856;P47856-2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Gfpt1	1294
313570	268730	316730	289820	280210	289400	363490	373330	379960	287080	345310	393900	10	7	7	16.5	12.8	12.8	85.268	0	46.505	12	P47857;P47857-2;P47857-3	P47857;P47857-2;P47857-3	ATP-dependent 6-phosphofructokinase, muscle type	Pfkm	1295
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	6.2	6.2	6.2	31.687	0.0019811	2.5488	2	P47878	P47878	Insulin-like growth factor-binding protein 3	Igfbp3	1296
14922	6926.7001953125	30111	7181.5	1297.30004882813	10538	2306.39990234375	50800	38614	16611	8909	60242	4	4	4	22	22	22	27.807	0	6.9769	6	P47879	P47879	Insulin-like growth factor-binding protein 4	Igfbp4	1297
60389	30452	44037	49913	54063	39491	70859	46454	49427	59169	55214	42413	5	5	5	26.9	26.9	26.9	25.346	0	49.994	11	P47880	P47880	Insulin-like growth factor-binding protein 6	Igfbp6	1298
1185700	2596800	2786300	1097700	1763200	2819500	4821400	3669600	4635300	2203500	4510700	4714100	14	14	14	39.2	39.2	39.2	33.509	0	169.35	32	P47911	P47911	60S ribosomal protein L6	Rpl6	1299
925400	784490	1054800	849100	1224200	1071100	1449900	1314300	1288300	1320800	1003000	923930	7	7	7	30	30	30	17.587	0	25.742	10	P47915	P47915	60S ribosomal protein L29	Rpl29	1300
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	12	12	12	35.298	0	100.6	0	P47930;P47930-2	P47930;P47930-2	Fos-related antigen 2	Fosl2	1301
65230	114720	95152	60362	77222	119940	215070	132310	197570	76162	229550	241250	4	4	4	20.1	20.1	20.1	37.768	0	273.99	7	P47931-2;P47931	P47931-2;P47931	Follistatin	Fst	1302
233030	326730	387980	216610	215290	380280	450690	436620	430980	220740	479340	466220	8	8	8	14.9	14.9	14.9	70.839	0	18.791	12	P47934	P47934	Carnitine O-acetyltransferase	Crat	1303
1443200	1167700	1341300	1205700	1303700	1312200	1745500	1679900	1700400	1528200	1710300	1978600	14	14	14	57.1	57.1	57.1	33.83	0	97.162	20	P47941	P47941	Crk-like protein	Crkl	1304
